account,date,year,month,week_num,week_day,test,subject,platform,image,header,footer,interest,behavior,demographic,utm,vert,product,lookalike,audience,budget,spend,impressions,clicks,pixel_1,pixel_2,pixel_3,pixel_4,pixel_5,pixel_6,pixel_7,pixel_8,pixel_9,pixel_10,backend_1,backend_2,backend_3,backend_4,backend_5,backend_6,backend_7,backend_8,backend_9,backend_10,event_10_revenue
ACCOUNT X,2015-12-11,2015,12,50,4,4,aud,dtm,blob,your_career,start_you,none,look1_p_openapp,24-64,4.4a,0,0,none,none/look1_p_openapp/24-64/none,0,6.34,411,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-11,2015,12,50,4,4,aud,dtm,blob,your_career,start_you,none,look1_p_openapp,18-23,4.17a,0,0,none,none/look1_p_openapp/18-23/none,0,2.96,285,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-11,2015,12,50,4,4,aud,dtm,blob,your_career,start_you,none,look1_e_devstudents,18-64,4.11a,0,0,none,none/look1_e_devstudents/18-64/none,0,20,798,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-11,2015,12,50,4,4,aud,dtm,blob,your_career,start_you,none,look1_e_devstudentsdemo:18-64,18-64,4.10a,0,0,none,none/look1_e_devstudentsdemo:18-64/18-64/none,0,48.82,2244,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-11,2015,12,50,4,4,aud,dtm,blob,your_career,start_you,none,look1_e_sibdesign,18-64,4.9a,0,0,none,none/look1_e_sibdesign/18-64/none,0,30.29,1762,6,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-11,2015,12,50,4,4,aud,dtm,blob,your_career,start_your,none,look1_e_allemail,24-64,4.1a,0,0,none,none/look1_e_allemail/24-64/none,0,2.91,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-11,2015,12,50,4,4,aud,dtm,blob,your_career,start_you,none,look1_p_mql,24-64,4.3a,0,0,none,none/look1_p_mql/24-64/none,0,20,1135,8,9,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-11,2015,12,50,4,91,retarg,m,why_employers_video,lifes_too,uniquely,none,landed-nomql180,18+,91.4a,0,0,none,none/landed-nomql180/18+/none,0,1.49,58,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-11,2015,12,50,4,91,retarg,m,manifesto_video,lifes_too,uniquely,none,landed-nomql180,18+,91.2a,0,0,none,none/landed-nomql180/18+/none,0,9.32,408,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-11,2015,12,50,4,91,retarg,m,eight_week_video,lifes_too,uniquely,none,landed-nomql180,18+,91.3a,0,0,none,none/landed-nomql180/18+/none,0,1.69,92,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-11,2015,12,50,4,7,pic,dtm,trio,your_career,an_8,none,look1_e_sibmarketing,18-64,7.5a,0,0,none,none/look1_e_sibmarketing/18-64/none,0,2.06,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-11,2015,12,50,4,7,pic,dtm,trio,your_career,an_8,none,look1_l_startup,18-23,7.16a,0,0,none,none/look1_l_startup/18-23/none,0,2.03,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-11,2015,12,50,4,7,pic,dtm,trio,your_career,an_8,none,look1_e_sibdesign,18-64,7.27a,0,0,none,none/look1_e_sibdesign/18-64/none,0,2.02,92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-11,2015,12,50,4,7,pic,dtm,why_love_video,your_career,an_8,none,look1_e_devstudents,18-64,7.90a,0,0,none,none/look1_e_devstudents/18-64/none,0,2.01,139,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-11,2015,12,50,4,7,pic,dtm,why_love_video,your_career,an_8,none,look1_e_sibmarketing,18-64,7.8a,0,0,none,none/look1_e_sibmarketing/18-64/none,0,2.06,106,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-11,2015,12,50,4,7,pic,dtm,why_love_video,your_career,an_8,none,look1_l_startup,18-23,7.19a,0,0,none,none/look1_l_startup/18-23/none,0,2.06,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-11,2015,12,50,4,90,retarg,m,blob,blob,blob,none,mql-noopenapp180,18+,90.3a,0,0,none,none/mql-noopenapp180/18+/none,0,6.63,135,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-11,2015,12,50,4,90,retarg,m,blob,blob,blob,none,openapp-nosubmitpartialinfo180,18+,90.4a,0,0,none,none/openapp-nosubmitpartialinfo180/18+/none,0,10.14,357,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-11,2015,12,50,4,90,retarg,m,blob,blob,blob,none,submitpartialinfo-nosubmitapp180,18+,90.5a,0,0,none,none/submitpartialinfo-nosubmitapp180/18+/none,0,0.18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-11,2015,12,50,4,90,retarg,m,blob,blob,blob,none,wholesite180,18+,90.1a,0,0,none,none/wholesite180/18+/none,0,9.91,613,5,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-11,2015,12,50,4,90,retarg,m,caro_jobs,lifes_too,uniquely,none,landed-nomql180,18+,90.2a,0,0,none,none/landed-nomql180/18+/none,0,4.86,227,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-11,2015,12,50,4,91,retarg,m,blob,blob,blob,none,mql-noopenapp180,18+,91.5a,0,0,none,none/mql-noopenapp180/18+/none,0,14.86,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-11,2015,12,50,4,91,retarg,m,blob,blob,blob,none,openapp-nosubmitpartialinfo180,18+,91.6a,0,0,none,none/openapp-nosubmitpartialinfo180/18+/none,0,7.34,282,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-11,2015,12,50,4,91,retarg,m,blob,blob,blob,none,submitpartialinfo-nosubmitapp180,18+,91.7a,0,0,none,none/submitpartialinfo-nosubmitapp180/18+/none,0,1.91,26,1,4,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-11,2015,12,50,4,91,retarg,m,blob,blob,uniquely,none,landed-nomql180,18+,91.1a,0,0,none,none/landed-nomql180/18+/none,0,10,525,4,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-11,2015,12,50,4,4,aud,dtm,blob,lifes_too,expert_train,none,look1_e_sibeveryone,18-23,4.15a,0,0,none,none/look1_e_sibeveryone/18-23/none,0,20,1485,11,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-11,2015,12,50,4,7,pic,dtm,trio,your_career,an_8,none,look1_e_devstudents,18-64,7.89a,0,0,none,none/look1_e_devstudents/18-64/none,0,2.01,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-11,2015,12,50,4,7,pic,dtm,teacher,your_career,an_8,none,look1_,18-64,7.23a,0,0,none,none/look1_/18-64/none,0,2.02,114,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-11,2015,12,50,4,7,pic,dtm,teacher,your_career,an_8,none,look1_l_startup,18-23,7.12a,0,0,none,none/look1_l_startup/18-23/none,0,2.06,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-11,2015,12,50,4,7,pic,dtm,teacher,your_career,an_8,none,look1_e_sibmarketing,18-64,7.1a,0,0,none,none/look1_e_sibmarketing/18-64/none,0,2.06,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-11,2015,12,50,4,6,hed,dtm,teacher,get_the,the_perfect,none,look1_e_sibeveryone,18-23,6.11a,0,0,none,none/look1_e_sibeveryone/18-23/none,0,2.94,236,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-11,2015,12,50,4,6,hed,dtm,teacher,get_the,the_perfect,none,look1_e_sibmarketing,18-64,6.1a,0,0,none,none/look1_e_sibmarketing/18-64/none,0,14.4,669,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-11,2015,12,50,4,6,hed,dtm,teacher,get_the,the_perfect,none,look1_l_startup,18-23,6.21a,0,0,none,none/look1_l_startup/18-23/none,0,7.99,654,4,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-11,2015,12,50,4,6,hed,dtm,teacher,where_will,the_perfect,none,look1_e_sibeveryone,18-23,6.16a,0,0,none,none/look1_e_sibeveryone/18-23/none,0,12.7,810,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-11,2015,12,50,4,6,hed,dtm,teacher,where_will,the_perfect,none,look1_e_sibmarketing,18-64,6.6a,0,0,none,none/look1_e_sibmarketing/18-64/none,0,13.72,646,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-11,2015,12,50,4,6,hed,dtm,teacher,where_will,the_perfect,none,look1_l_startup,18-23,6.26a,0,0,none,none/look1_l_startup/18-23/none,0,5.28,469,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-11,2015,12,50,4,6,hed,dtm,teacher,your_career,the_perfect,none,look1_e_sibmarketing,18-64,6.3a,0,0,none,none/look1_e_sibmarketing/18-64/none,0,13.35,737,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-11,2015,12,50,4,7,pic,dtm,eight_week_vid,your_career,an_8,none,look1_l_startup,18-23,7.17a,0,0,none,none/look1_l_startup/18-23/none,0,1.57,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-11,2015,12,50,4,7,pic,dtm,eight_week_vid,your_career,an_8,none,look1_e_sibdesign,18-64,7.28a,0,0,none,none/look1_e_sibdesign/18-64/none,0,2.02,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-11,2015,12,50,4,7,pic,dtm,manifesto_video,your_career,an_8,none,look1_e_devstudents,18-64,7.85a,0,0,none,none/look1_e_devstudents/18-64/none,0,2.01,133,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-11,2015,12,50,4,7,pic,dtm,manifesto_video,your_career,an_8,none,look1_e_sibmarketingdemo:18-64,18-64,7.7a,0,0,none,none/look1_e_sibmarketingdemo:18-64/18-64/none,0,2.06,96,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-11,2015,12,50,4,7,pic,dtm,manifesto_video,your_career,an_8,none,look1_l_startup,18-23,7.18a,0,0,none,none/look1_l_startup/18-23/none,0,1.99,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-11,2015,12,50,4,7,pic,dtm,manifesto_video,your_career,an_8,nonebeh:look1_e_sibdesign,look1_e_sibdesign,18-64,7.29a,0,0,none,nonebeh:look1_e_sibdesign/look1_e_sibdesign/18-64/none,0,2.02,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-11,2015,12,50,4,7,pic,dtm,never_late,your_career,an_8,none,look1_e_devstudents,18-64,7.86a,0,0,none,none/look1_e_devstudents/18-64/none,0,2.01,72,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-11,2015,12,50,4,7,pic,dtm,never_late,your_career,an_8,none,look1_e_sibmarketing,18-64,7.3a,0,0,none,none/look1_e_sibmarketing/18-64/none,0,2.06,120,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-11,2015,12,50,4,7,pic,dtm,never_late,your_career,an_8,none,look1_l_startup,18-23,7.14a,0,0,none,none/look1_l_startup/18-23/none,0,2.04,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-11,2015,12,50,4,7,pic,dtm,never_late,your_career,an_8,none,look1_e_sibdesign,18-64,7.25a,0,0,none,none/look1_e_sibdesign/18-64/none,0,2.02,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-11,2015,12,50,4,7,pic,dtm,new_path,your_career,an_8,none,look1_e_devstudents,18-64,7.87a,0,0,none,none/look1_e_devstudents/18-64/none,0,2.01,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-11,2015,12,50,4,7,pic,dtm,new_path,your_career,an_8,none,look1_e_sibmarketing,18-64,7.4a,0,0,none,none/look1_e_sibmarketing/18-64/none,0,2.06,88,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-11,2015,12,50,4,7,pic,dtm,new_path,your_career,an_8,none,look1_l_startup,18-23,7.15a,0,0,none,none/look1_l_startup/18-23/none,0,2.06,127,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-11,2015,12,50,4,7,pic,dtm,new_path,your_career,an_8,none,look1_e_sibdesign,18-64,7.26a,0,0,none,none/look1_e_sibdesign/18-64/none,0,2.02,99,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-11,2015,12,50,4,7,pic,dtm,teacher,your_career,an_8,none,look1_e_devstudents,18-64,7.88a,0,0,none,none/look1_e_devstudents/18-64/none,0,2.01,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-11,2015,12,50,4,7,pic,dtm,eight_week_vid,your_career,an_8,none,look1_e_sibmarketing,18-64,7.6a,0,0,none,none/look1_e_sibmarketing/18-64/none,0,2.06,120,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-11,2015,12,50,4,6,hed,dtm,teacher,your_career,the_perfect,none,look1_e_sibeveryone,18-23,6.13a,0,0,none,none/look1_e_sibeveryone/18-23/none,0,14.09,882,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-11,2015,12,50,4,7,pic,dtm,eight_week_vid,your_career,an_8,none,look1_e_devstudents,18-64,7.84a,0,0,none,none/look1_e_devstudents/18-64/none,0,2.01,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-11,2015,12,50,4,7,pic,dtm,do_love,your_career,an_8,none,look1_l_startup,18-23,7.13a,0,0,none,none/look1_l_startup/18-23/none,0,2.06,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-11,2015,12,50,4,6,hed,dtm,teacher,your_career,the_perfect,none,look1_l_startup,18-23,6.23a,0,0,none,none/look1_l_startup/18-23/none,0,14.72,994,5,6,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-11,2015,12,50,4,7,pic,dtm,caro_field,your_career,an_8,none,look1_e_sibmarketing,18-64,7.9a,0,0,none,none/look1_e_sibmarketing/18-64/none,0,2.06,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-11,2015,12,50,4,7,pic,dtm,caro_field,your_career,an_8,none,look1_l_startup,18-23,7.20a,0,0,none,none/look1_l_startup/18-23/none,0,2.04,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-11,2015,12,50,4,7,pic,dtm,caro_field,your_career,an_8,none,look1_e_devstudents,18-64,7.80a,0,0,none,none/look1_e_devstudents/18-64/none,0,2.01,120,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-11,2015,12,50,4,7,pic,dtm,caro_field,your_career,an_8,none,look1_e_sibdesign,18-64,7.31a,0,0,none,none/look1_e_sibdesign/18-64/none,0,2.02,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-11,2015,12,50,4,7,pic,dtm,caro_hired,your_career,an_8,none,look1_e_devstudents,18-64,7.81a,0,0,none,none/look1_e_devstudents/18-64/none,0,2.01,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-11,2015,12,50,4,7,pic,dtm,caro_hired,your_career,an_8,none,look1_e_sibmarketing,18-64,7.11a,0,0,none,none/look1_e_sibmarketing/18-64/none,0,2.06,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-11,2015,12,50,4,7,pic,dtm,caro_hired,your_career,an_8,none,look1_l_startup,18-23,7.22a,0,0,none,none/look1_l_startup/18-23/none,0,2.05,134,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-11,2015,12,50,4,7,pic,dtm,caro_hired,your_career,an_8,none,look1_e_sibdesign,18-64,7.33a,0,0,none,none/look1_e_sibdesign/18-64/none,0,2.02,102,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-11,2015,12,50,4,7,pic,dtm,caro_start,your_career,an_8,none,look1_e_devstudents,18-64,7.82a,0,0,none,none/look1_e_devstudents/18-64/none,0,2.01,108,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-11,2015,12,50,4,7,pic,dtm,caro_start,your_career,an_8,none,look1_e_sibmarketing,18-64,7.10a,0,0,none,none/look1_e_sibmarketing/18-64/none,0,2.06,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-11,2015,12,50,4,7,pic,dtm,caro_start,your_career,an_8,none,look1_l_startup,18-23,7.21a,0,0,none,none/look1_l_startup/18-23/none,0,2.05,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-11,2015,12,50,4,7,pic,dtm,caro_start,your_career,an_8,none,look1_e_sibdesign,18-64,7.32a,0,0,none,none/look1_e_sibdesign/18-64/none,0,2.02,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-11,2015,12,50,4,7,pic,dtm,do_love,your_career,an_8,none,look1_e_devstudents,18-64,7.83a,0,0,none,none/look1_e_devstudents/18-64/none,0,2.01,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-11,2015,12,50,4,7,pic,dtm,do_love,your_career,an_8,none,look1_e_sibmarketing,18-64,7.2a,0,0,none,none/look1_e_sibmarketing/18-64/none,0,2.06,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-11,2015,12,50,4,7,pic,dtm,do_love,your_career,an_8,none,look1_e_sibdesign,18-64,7.24a,0,0,none,none/look1_e_sibdesign/18-64/none,0,2.02,118,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-12,2015,12,50,5,7,pic,dtm,caro_field,your_career,an_8,none,look1_e_sibmarketing,18-64,7.9a,0,0,none,none/look1_e_sibmarketing/18-64/none,0,7,381,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-12,2015,12,50,5,7,pic,dtm,caro_field,your_career,an_8,none,look1_l_startup,18-23,7.20a,0,0,none,none/look1_l_startup/18-23/none,0,7,587,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-12,2015,12,50,5,7,pic,dtm,caro_field,your_career,an_8,none,look1_e_devstudents,18-64,7.80a,0,0,none,none/look1_e_devstudents/18-64/none,0,7,461,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-12,2015,12,50,5,7,pic,dtm,manifesto_video,your_career,an_8,none,look1_l_startup,18-23,7.18a,0,0,none,none/look1_l_startup/18-23/none,0,7,576,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-12,2015,12,50,5,7,pic,dtm,manifesto_video,your_career,an_8,nonebeh:look1_e_sibdesign,look1_e_sibdesign,18-64,7.29a,0,0,none,nonebeh:look1_e_sibdesign/look1_e_sibdesign/18-64/none,0,7,550,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-12,2015,12,50,5,7,pic,dtm,never_late,your_career,an_8,none,look1_e_devstudents,18-64,7.86a,0,0,none,none/look1_e_devstudents/18-64/none,0,7,403,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-12,2015,12,50,5,7,pic,dtm,never_late,your_career,an_8,none,look1_e_sibmarketing,18-64,7.3a,0,0,none,none/look1_e_sibmarketing/18-64/none,0,7,360,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-12,2015,12,50,5,7,pic,dtm,never_late,your_career,an_8,none,look1_l_startup,18-23,7.14a,0,0,none,none/look1_l_startup/18-23/none,0,7,544,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-12,2015,12,50,5,7,pic,dtm,never_late,your_career,an_8,none,look1_e_sibdesign,18-64,7.25a,0,0,none,none/look1_e_sibdesign/18-64/none,0,7,446,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-12,2015,12,50,5,7,pic,dtm,new_path,your_career,an_8,none,look1_e_devstudents,18-64,7.87a,0,0,none,none/look1_e_devstudents/18-64/none,0,7,377,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-12,2015,12,50,5,7,pic,dtm,new_path,your_career,an_8,none,look1_e_sibmarketing,18-64,7.4a,0,0,none,none/look1_e_sibmarketing/18-64/none,0,7,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-12,2015,12,50,5,7,pic,dtm,new_path,your_career,an_8,none,look1_l_startup,18-23,7.15a,0,0,none,none/look1_l_startup/18-23/none,0,7,498,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-12,2015,12,50,5,7,pic,dtm,new_path,your_career,an_8,none,look1_e_sibdesign,18-64,7.26a,0,0,none,none/look1_e_sibdesign/18-64/none,0,7,378,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-12,2015,12,50,5,7,pic,dtm,teacher,your_career,an_8,none,look1_e_devstudents,18-64,7.88a,0,0,none,none/look1_e_devstudents/18-64/none,0,7,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-12,2015,12,50,5,7,pic,dtm,teacher,your_career,an_8,none,look1_e_sibmarketing,18-64,7.1a,0,0,none,none/look1_e_sibmarketing/18-64/none,0,7,373,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-12,2015,12,50,5,7,pic,dtm,teacher,your_career,an_8,none,look1_l_startup,18-23,7.12a,0,0,none,none/look1_l_startup/18-23/none,0,7,634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-12,2015,12,50,5,7,pic,dtm,teacher,your_career,an_8,none,look1_,18-64,7.23a,0,0,none,none/look1_/18-64/none,0,7,380,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-12,2015,12,50,5,7,pic,dtm,trio,your_career,an_8,none,look1_e_devstudents,18-64,7.89a,0,0,none,none/look1_e_devstudents/18-64/none,0,7,399,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-12,2015,12,50,5,7,pic,dtm,manifesto_video,your_career,an_8,none,look1_e_sibmarketingdemo:18-64,18-64,7.7a,0,0,none,none/look1_e_sibmarketingdemo:18-64/18-64/none,0,7,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-12,2015,12,50,5,7,pic,dtm,manifesto_video,your_career,an_8,none,look1_e_devstudents,18-64,7.85a,0,0,none,none/look1_e_devstudents/18-64/none,0,7,460,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-12,2015,12,50,5,7,pic,dtm,eight_week_vid,your_career,an_8,none,look1_l_startup,18-23,7.17a,0,0,none,none/look1_l_startup/18-23/none,0,7,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-12,2015,12,50,5,7,pic,dtm,caro_field,your_career,an_8,none,look1_e_sibdesign,18-64,7.31a,0,0,none,none/look1_e_sibdesign/18-64/none,0,7,514,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCOUNT X,2015-12-12,2015,12,50,5,7,pic,dtm,caro_hired,your_career,an_8,none,look1_e_devstudents,18-64,7.81a,0,0,none,none/look1_e_devstudents/18-64/none,0,7,380,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
